id,name,Class Nbr.,Class Name,spacegroup,spacegroupset,Locality Num
3778,Stibiocolumbite,6,Orthorhombic pyramidal,0,0,16
3779,Stibiocolusite,30,Hextetrahedral,211,0,4
3781,Stibivanite,0,Unknown,0,0,3
3782,Stibnite,8,Orthorhombic dipyramidal,0,0,4011
3784,Stichtite,13,Hexagonal scalenohedral,99,R-3m ,55
3786,Stilleite,30,Hextetrahedral,208,0,9
3787,Stillwaterite,0,Unknown,0,0,36
3788,Stillwellite-(Ce),9,Trigonal pyramidal,76,0,27
3789,Stilpnomelane,2,Pinacoidal,2,0,565
3790,Stishovite,27,Ditetragonal dipyramidal,190,0,34
3791,Stistaite,13,Hexagonal scalenohedral,99,0,13
3792,Stoiberite,5,Prismatic,0,0,2
3793,Stokesite,8,Orthorhombic dipyramidal,72,Pnna ,30
3794,Stolzite,23,Tetragonal dipyramidal,136,0,203
3795,Stottite,23,Tetragonal dipyramidal,140,0,1
3796,Straczekite,5,Prismatic,11,C2/m ,4
3797,Strakhovite,8,Orthorhombic dipyramidal,0,0,4
3798,Stranskiite,2,Pinacoidal,2,0,8
3799,Strashimirite,0,Unknown,0,0,127
3800,Strelkinite,0,Unknown,0,0,15
3801,Strengite,8,Orthorhombic dipyramidal,61,Pbca ,320
3802,Stringhamite,5,Prismatic,14,P21/c ,9
3803,Stromeyerite,8,Orthorhombic dipyramidal,0,0,431
3804,Stronalsite,0,Unknown,0,0,18
3805,Strontianite,8,Orthorhombic dipyramidal,0,0,740
3806,Strontio-orthojoaquinite,0,Unknown,0,0,4
3807,Strontioborite,4,Sphenoidal,9,P21 ,1
3808,Strontiochevkinite,5,Prismatic,14,P21/a,4
3809,Strätlingite,11,Ditrigonal pyramidal,86,0,12
3810,Strunzite,2,Pinacoidal,2,P-1,112
3811,Struvite,6,Orthorhombic pyramidal,34,0,38
3813,Stützite,14,Trigonal dipyramidal,100,0,142
3814,Studenitsite,5,Prismatic,14,P21/c ,1
3815,Studtite,5,Prismatic,10,C2/c ,33
3816,Stumpflite,20,Dihexagonal dipyramidal,126,P63/mmc ,13
3817,Sturmanite,11,Ditrigonal pyramidal,81,0,7
3818,Suanite,5,Prismatic,14,P21/c ,21
3819,Sudburyite,20,Dihexagonal dipyramidal,126,P63/mmc ,71
3820,Sudoite,5,Prismatic,11,C2/m ,70
3821,Suessite,32,Hexoctahedral,226,Im-3m ,13
3822,Sugilite,20,Dihexagonal dipyramidal,123,P6/mcc ,15
3823,Sulfoborite,8,Orthorhombic dipyramidal,71,Pnma ,13
3824,Sulphohalite,32,Hexoctahedral,224,F4/m -3 2/m,6
3825,Sulphotsumoite,13,Hexagonal scalenohedral,95,P-3 1m ,21
3826,Sulphur,8,Orthorhombic dipyramidal,53,0,2612
3827,Sulvanite,30,Hextetrahedral,211,0,66
3828,Sundiusite,0,Unknown,0,0,3
3829,Suolunite,6,Orthorhombic pyramidal,23,0,11
3830,Surinamite,5,Prismatic,0,0,16
3831,Surite,4,Sphenoidal,9,P21 ,7
3832,Sursassite,5,Prismatic,15,0,31
3833,Susannite,9,Trigonal pyramidal,75,0,135
3834,Sussexite,7,Orthorhombic disphenoidal,43,P21 21 2,30
3835,Suzukiite,0,Unknown,0,0,5
3836,Svabite,20,Dihexagonal dipyramidal,126,P63/mmc ,27
3837,Svanbergite,13,Hexagonal scalenohedral,99,0,135
3838,Sveite,0,Unknown,0,0,6
3839,Sverigeite,8,Orthorhombic dipyramidal,57,0,2
3840,Svyatoslavite,4,Sphenoidal,9,0,1
3841,Svyazhinite,0,Unknown,0,0,1
3842,Swaknoite,0,Unknown,0,0,1
3843,Swamboite-(Nd),5,Prismatic,14,P21/a,3
3844,Swartzite,5,Prismatic,15,0,4
3845,Swedenborgite,18,Dihexagonal pyramidal,114,0,3
3846,Sweetite,26,Tetragonal trapezohedral,0,0,4
3847,Swinefordite,5,Prismatic,11,C2/m ,6
3848,Switzerite,5,Prismatic,14,P21/a,30
3849,Sylvanite,5,Prismatic,12,0,431
3850,Sylvite,32,Hexoctahedral,224,0,349
3851,Symplesite,2,Pinacoidal,2,P-1,111
3852,Synadelphite,8,Orthorhombic dipyramidal,71,0,5
3853,Synchysite-(Ce),5,Prismatic,10,0,311
3854,Synchysite-(Nd),0,Unknown,0,0,10
3855,Synchysite-(Y),5,Prismatic,10,C2/c ,75
3856,Syngenite,5,Prismatic,15,0,55
3857,Szaibélyite,5,Prismatic,0,0,108
3858,Szmikite,5,Prismatic,10,C2/c ,18
3859,Szomolnokite,5,Prismatic,10,C2/c ,171
3860,Szymańskiite,15,Hexagonal pyramidal,104,0,2
3861,Schöllhornite,0,Unknown,0,0,6
3862,Szenicsite,8,Orthorhombic dipyramidal,73,Pnnm ,3
3863,Magnesiotaaffeite-2N�2S,20,Dihexagonal dipyramidal,0,0,20
3864,Tacharanite,0,Unknown,0,0,57
3865,Tachyhydrite,10,Rhombohedral,80,0,23
3866,Tadzhikite-(Ce),5,Prismatic,12,P2/a,19
3868,Taenite,32,Hexoctahedral,224,0,763
3869,Taikanite,4,Sphenoidal,7,C2 ,4
3870,Taimyrite,0,Unknown,0,0,18
3871,Takanelite,0,Unknown,0,0,21
3872,Takedaite,13,Hexagonal scalenohedral,98,R-3c ,1
3873,Takéuchiite,8,Orthorhombic dipyramidal,73,Pnnm ,1
3874,Takovite,13,Hexagonal scalenohedral,99,0,22
3875,Talc,2,Pinacoidal,2,0,4077
3876,Talmessite,2,Pinacoidal,2,0,53
3877,Talnakhite,30,Hextetrahedral,210,0,51
3878,Tamarugite,5,Prismatic,14,P21/a,102
3879,Tancoite,8,Orthorhombic dipyramidal,61,0,1
3880,Taneyamalite,0,Unknown,0,0,5
3881,Tantalaeschynite-(Y),8,Orthorhombic dipyramidal,0,0,4
3883,Tanteuxenite-(Y),8,Orthorhombic dipyramidal,63,Pbcn ,22
3884,Tantite,0,Unknown,0,0,7
3888,Taramellite,8,Orthorhombic dipyramidal,69,Pmmn ,9
3890,Taranakite,13,Hexagonal scalenohedral,98,0,71
3891,Tarapacáite,8,Orthorhombic dipyramidal,0,0,6
3892,Tarbuttite,2,Pinacoidal,2,0,13
3894,Tatarskite,0,Unknown,0,0,2
3895,Tausonite,30,Hextetrahedral,0,0,10
3896,Tavorite,2,Pinacoidal,2,0,39
3897,Tazheranite,32,Hexoctahedral,0,0,17
3898,Tellurohauchecornite,27,Ditetragonal dipyramidal,181,P4/mmm ,2
3899,Telluropalladinite,5,Prismatic,14,P21/c ,32
3900,Teallite,8,Orthorhombic dipyramidal,71,0,44
3901,Teepleite,27,Ditetragonal dipyramidal,185,0,3
3902,Teineite,7,Orthorhombic disphenoidal,44,0,21
3903,Telargpalite,0,Unknown,0,0,32
3904,Tellurantimony,13,Hexagonal scalenohedral,99,R-3 2/m,38
3905,Tellurite,8,Orthorhombic dipyramidal,61,Pbca ,78
3906,Tellurium,12,Trigonal trapezohedral,89,P31 2 1,257
3907,Tellurobismuthite,13,Hexagonal scalenohedral,99,0,382
3908,Temagamite,11,Ditrigonal pyramidal,84,0,43
3909,Tengchongite,7,Orthorhombic disphenoidal,0,0,3
3910,Tengerite-(Y),8,Orthorhombic dipyramidal,73,0,49
3912,Tenorite,5,Prismatic,10,0,1297
3913,Tephroite,8,Orthorhombic dipyramidal,71,0,284
3914,Terlinguaite,5,Prismatic,11,0,27
3915,Terskite,6,Orthorhombic pyramidal,36,0,8
3916,Tertschite,0,Unknown,0,0,2
3917,Teruggite,5,Prismatic,14,P21/a,3
3918,Teschemacherite,8,Orthorhombic dipyramidal,66,Pccn ,7
3919,Testibiopalladite,0,Unknown,0,0,23
3920,Tetra-auricupride,27,Ditetragonal dipyramidal,181,0,43
3921,Tetradymite,13,Hexagonal scalenohedral,99,0,668
3922,Tetraferriphlogopite,5,Prismatic,11,C2/m ,75
3923,Tetraferroplatinum,27,Ditetragonal dipyramidal,181,P4/mmm ,110
3926,Tetrarooseveltite,23,Tetragonal dipyramidal,136,0,1
3927,Tetrataenite,27,Ditetragonal dipyramidal,181,P4/mmm ,135
3928,Tetrawickmanite,23,Tetragonal dipyramidal,140,0,11
3929,Thadeuite,7,Orthorhombic disphenoidal,39,0,2
3930,Thalcusite,0,Unknown,0,0,19
3931,Thalénite-(Y),0,Unknown,0,0,44
3932,Thalfenisite,0,Unknown,0,0,1
3933,Thaumasite,15,Hexagonal pyramidal,104,0,222
3934,Theisite,0,Unknown,0,0,75
3935,Thénardite,8,Orthorhombic dipyramidal,53,0,368
3936,Theophrastite,13,Hexagonal scalenohedral,97,0,7
3938,Thermonatrite,8,Orthorhombic dipyramidal,68,0,85
3939,Thometzekite,5,Prismatic,11,C2/m ,19
3940,Thomsenolite,5,Prismatic,14,0,29
3941,Thomsonite-Ca,8,Orthorhombic dipyramidal,0,0,548
3942,Thorbastnäsite,17,Ditrigonal dipyramidal,109,0,17
3943,Thoreaulite,5,Prismatic,10,C2/c ,10
3944,Thorianite,32,Hexoctahedral,224,Fm3m ,301
3945,Thorikosite,27,Ditetragonal dipyramidal,176,I4/mmm ,8
3946,Thorite,27,Ditetragonal dipyramidal,178,I41/amd ,1332
3947,Thornasite,11,Ditrigonal pyramidal,86,R3m,4
3949,Thorosteenstrupine,0,Unknown,0,0,7
3950,Thortveitite,5,Prismatic,11,C2/m ,76
3951,Thorutite,0,Unknown,0,0,16
3952,Threadgoldite,0,Unknown,0,0,8
3957,Tiemannite,30,Hextetrahedral,208,0,111
3958,Tienshanite,16,Hexagonal dipyramidal,107,0,1
3959,Tiettaite,8,Orthorhombic dipyramidal,50,0,2
3961,Tikhonenkovite,5,Prismatic,14,P21/c ,1
3962,Tilasite,0,Unknown,0,0,45
3964,Tilleyite,5,Prismatic,14,P21/a,26
3965,Tin,27,Ditetragonal dipyramidal,178,0,77
3966,Tinaksite,0,Unknown,0,0,12
3967,Tincalconite,12,Trigonal trapezohedral,93,0,35
3969,Tinsleyite,0,Unknown,0,0,12
3970,Tinticite,2,Pinacoidal,2,0,24
3971,Tintinaite,8,Orthorhombic dipyramidal,73,0,39
3972,Tinzenite,2,Pinacoidal,2,0,30
3973,Tiptopite,15,Hexagonal pyramidal,104,0,1
3974,Tiragalloite,5,Prismatic,0,0,21
3976,Tisinalite,13,Hexagonal scalenohedral,0,0,5
3977,Titanite,5,Prismatic,14,P21/a,6635
3979,Titanowodginite,5,Prismatic,10,C2/c ,10
3980,Titantaramellite,8,Orthorhombic dipyramidal,0,0,16
3981,Tivanite,5,Prismatic,14,P21/c ,5
3982,Tlalocite,0,Unknown,0,0,3
3983,Tlapallite,12,Trigonal trapezohedral,90,0,10
3984,Tobelite,5,Prismatic,11,C2/m ,11
3985,Tobermorite,4,Sphenoidal,9,P21 ,139
3986,Tochilinite,0,Unknown,0,0,69
3987,Tocornalite,0,Unknown,0,0,4
3988,Todorokite,5,Prismatic,13,0,543
3989,Tokkoite,0,Unknown,0,0,4
3990,Tolbachite,5,Prismatic,11,C2/m ,6
3991,Tolovkite,0,Unknown,0,0,19
3993,Tomichite,5,Prismatic,15,P21/m ,3
3994,Tongbaite,8,Orthorhombic dipyramidal,71,Pnma ,3
3995,Tooeleite,5,Prismatic,11,C1 2/m 1,15
3996,Topaz,8,Orthorhombic dipyramidal,0,0,1768
3997,Torbernite,27,Ditetragonal dipyramidal,176,0,1205
3998,Törnebohmite-(Ce),5,Prismatic,14,P21/c ,29
3999,Törnebohmite-(La),0,Unknown,0,0,2
4000,Torreyite,5,Prismatic,14,P21/c ,2
4001,Tosudite,4,Sphenoidal,7,0,40
4002,Tounkite,19,Hexagonal Trapezohedral,119,0,2
4004,Toyohaite,23,Tetragonal dipyramidal,136,0,4
4005,Trabzonite,6,Orthorhombic pyramidal,18,0,6
4006,Tranquillityite,0,Unknown,0,0,20
4007,Traskite,17,Ditrigonal dipyramidal,112,0,5
4008,Treasurite,0,Unknown,0,0,20
4009,Trechmannite,10,Rhombohedral,80,0,7
4010,Trembathite,11,Ditrigonal pyramidal,85,0,5
4011,Tremolite,5,Prismatic,11,C2/m ,3194
4012,Trevorite,32,Hexoctahedral,222,0,32
4013,Trögerite,27,Ditetragonal dipyramidal,185,P4/nmm ,27
4014,Triangulite,0,Unknown,0,0,3
4015,Tridymite,1,Pedial,0,0,552
4016,Trigonite,3,Domatic,0,0,1
4017,Trikalsilite,15,Hexagonal pyramidal,104,0,2
4018,Trimerite,5,Prismatic,15,0,6
4019,Trimounsite-(Y),5,Prismatic,14,P21/c ,1
4020,Triphylite,8,Orthorhombic dipyramidal,70,0,379
4021,Triplite,5,Prismatic,0,0,276
4022,Triploidite,5,Prismatic,12,0,37
4023,Trippkeite,27,Ditetragonal dipyramidal,187,0,8
4024,Tripuhyite,27,Ditetragonal dipyramidal,190,P42/mnm ,90
4025,Tristramite,19,Hexagonal Trapezohedral,119,0,7
4026,Tritomite-(Ce),0,Unknown,0,0,26
4027,Tritomite-(Y),0,Unknown,0,0,7
4028,Trogtalite,29,Diploidal,204,Pa3 ,11
4029,Troilite,20,Dihexagonal dipyramidal,126,P63/mmc ,1173
4030,Trolleite,5,Prismatic,10,0,22
4031,Trona,5,Prismatic,0,0,163
4032,Trüstedtite,0,Unknown,0,0,5
4033,Truscottite,0,Unknown,0,0,15
4034,Tsaregorodtsevite,7,Orthorhombic disphenoidal,42,0,3
4035,Tschermakite,5,Prismatic,11,C2/m ,113
4036,Tschermigite,29,Diploidal,204,Pa3 ,92
4037,Tschernichite,27,Ditetragonal dipyramidal,181,0,9
4038,Tsnigriite,0,Unknown,0,0,6
4039,Tsumcorite,5,Prismatic,11,C2/m ,37
4040,Tsumebite,5,Prismatic,15,P21/m ,42
4041,Tsumoite,13,Hexagonal scalenohedral,95,P-3 1m ,148
4042,Tučekite,27,Ditetragonal dipyramidal,181,P4/mmm ,23
4043,Tugarinovite,5,Prismatic,14,P21/c ,8
4044,Tugtupite,21,Tetragonal disphenoidal,127,0,19
4045,Tuhualite,8,Orthorhombic dipyramidal,49,Cmca ,8
4046,Tulameenite,27,Ditetragonal dipyramidal,181,P4/mmm ,89
4047,Tuliokite,10,Rhombohedral,80,0,1
4048,Tundrite-(Ce),2,Pinacoidal,2,0,7
4049,Tundrite-(Nd),0,Unknown,0,0,1
4050,Tunellite,5,Prismatic,14,0,16
4051,Tungstenite,11,Ditrigonal pyramidal,86,0,35
4052,Tungstibite,7,Orthorhombic disphenoidal,0,0,4
4054,Tungstite,8,Orthorhombic dipyramidal,0,0,150
4055,Tungusite,2,Pinacoidal,2,0,11
4056,Tunisite,27,Ditetragonal dipyramidal,185,P4/nmm ,5
4057,Tuperssuatsiaite,5,Prismatic,11,0,16
4058,Turanite,2,Pinacoidal,2,0,7
4059,Turneaureite,16,Hexagonal dipyramidal,108,0,8
4060,Turquoise,2,Pinacoidal,2,0,621
4061,Tuscanite,5,Prismatic,14,P21/a,13
4062,Tusionite,10,Rhombohedral,80,0,6
4063,Tuzlaite,5,Prismatic,14,0,2
4064,Tvalchrelidzeite,5,Prismatic,0,0,8
4065,Tvedalite,0,Unknown,0,0,5
4066,Tveitite-(Y),10,Rhombohedral,80,0,10
4067,Twinnite,5,Prismatic,0,0,29
4068,Tychite,29,Diploidal,200,0,9
4069,Tyretskite,2,Pinacoidal,2,0,3
4070,Tyrolite,5,Prismatic,0,0,302
4071,Tyrrellite,32,Hexoctahedral,222,0,19
4072,Tyuyamunite,8,Orthorhombic dipyramidal,72,0,728
4073,Tangeite,7,Orthorhombic disphenoidal,44,P21 21 21,70
4075,Uchucchacuaite,8,Orthorhombic dipyramidal,68,0,8
4084,Uklonskovite,5,Prismatic,15,P21/m ,10
4085,Ulexite,2,Pinacoidal,2,0,195
4086,Ullmannite,28,Tetartoidal,198,0,388
4088,Ulrichite,5,Prismatic,11,C2/m ,1
4089,Ulvöspinel,32,Hexoctahedral,222,0,173
4090,Umangite,24,Tetragonal scalenohedral,146,0,87
4091,Umbite,7,Orthorhombic disphenoidal,44,0,10
4092,Umbozerite,0,Unknown,0,0,6
4093,Umohoite,0,Unknown,0,0,24
4094,Mangano-mangani-ungarettiite,5,Prismatic,11,C2/m ,3
4095,Ungemachite,10,Rhombohedral,80,0,4
4096,Upalite,5,Prismatic,14,P21/a,4
4097,Uralborite,5,Prismatic,0,0,2
4099,Uralolite,5,Prismatic,0,0,10
4100,Uramphite,27,Ditetragonal dipyramidal,184,P4/ncc ,1
4101,Urancalcarite,0,Unknown,0,0,7
4102,Uraninite,32,Hexoctahedral,224,0,3338
4105,Uranocircite,0,Unknown,0,0,103
4106,Parauranophane,5,Prismatic,14,P21/a,168
4107,Uranophane,4,Sphenoidal,9,0,1043
4108,Uranopilite,2,Pinacoidal,2,0,122
4109,Uranopolycrase,8,Orthorhombic dipyramidal,63,0,20
4110,Uranosilite,0,Unknown,0,0,3
4111,Uranospathite,6,Orthorhombic pyramidal,37,0,27
4112,Uranosphaerite,5,Prismatic,0,0,22
4113,Uranospinite,27,Ditetragonal dipyramidal,185,0,68
4115,Uranotungstite,5,Prismatic,15,0,7
4117,Urea,24,Tetragonal scalenohedral,146,0,7
4118,Uricite,5,Prismatic,14,P21/a,16
4120,Urvantsevite,27,Ditetragonal dipyramidal,176,I4/mmm ,7
4121,Usovite,5,Prismatic,10,C2/c ,6
4122,Ussingite,2,Pinacoidal,2,0,38
4123,Ustarasite,0,Unknown,0,0,11
4124,Uvanite,0,Unknown,0,0,13
4125,Uvarovite,32,Hexoctahedral,225,0,247
4127,Uytenbogaardtite,13,Hexagonal scalenohedral,98,0,103
4128,Uzonite,5,Prismatic,15,P21/m ,4
4129,Ushkovite,2,Pinacoidal,2,0,27
4133,Vaesite,29,Diploidal,204,Pa3 ,138
4135,Valentinite,8,Orthorhombic dipyramidal,66,0,432
4136,Valleriite,0,Unknown,0,0,293
4139,Vanadinite,16,Hexagonal dipyramidal,108,0,761
4143,Vanalite,0,Unknown,0,0,2
4144,Vandenbrandeite,2,Pinacoidal,2,P-1,12
4145,Vandendriesscheite,8,Orthorhombic dipyramidal,61,Pbca ,66
4147,Vanmeersscheite,8,Orthorhombic dipyramidal,0,0,9
4149,Vanoxite,0,Unknown,0,0,24
4150,Vantasselite,0,Unknown,0,0,6
4151,Vanthoffite,5,Prismatic,14,0,17
4152,Vanuralite,5,Prismatic,0,0,5
4155,Varennesite,8,Orthorhombic dipyramidal,50,Cmcm ,2
4156,Variscite,8,Orthorhombic dipyramidal,61,0,366
4157,Varlamoffite,0,Unknown,0,0,69
4158,Varulite,5,Prismatic,10,C2/c ,22
4159,Vashegyite,8,Orthorhombic dipyramidal,0,0,31
4160,Vasilite,30,Hextetrahedral,210,0,16
4161,Vaterite,20,Dihexagonal dipyramidal,126,0,45
4162,Vaughanite,0,Unknown,0,0,2
4163,Vauquelinite,5,Prismatic,0,0,84
4164,Vauxite,2,Pinacoidal,2,0,14
4166,Veatchite,3,Domatic,3,Cc ,13
4167,Veenite,4,Sphenoidal,9,P21 ,14
4168,Velikite,21,Tetragonal disphenoidal,127,0,6
4170,Vermiculite,5,Prismatic,0,0,762
4171,Vernadite,0,Unknown,0,0,98
4172,Verplanckite,20,Dihexagonal dipyramidal,124,P6/mmm ,2
4173,Versiliaite,8,Orthorhombic dipyramidal,59,Pbam ,1
4174,Vertumnite,5,Prismatic,15,P21/m ,10
4175,Vésigniéite,5,Prismatic,11,C1 2/m 1,55
4176,Veszelyite,5,Prismatic,14,0,27
4177,Vigezzite,8,Orthorhombic dipyramidal,71,0,21
4178,Viitaniemiite,5,Prismatic,15,P21/m ,15
4179,Vikingite,5,Prismatic,11,C2/m ,37
4180,Villamanínite,0,Unknown,0,0,17
4181,Villiaumite,32,Hexoctahedral,222,0,51
4182,Villyaellenite,5,Prismatic,10,C2/c ,11
4183,Vimsite,5,Prismatic,10,C2/c ,3
4184,Vincentite,0,Unknown,0,0,31
4185,Vinciennite,0,Unknown,0,0,15
4186,Vinogradovite,5,Prismatic,10,C2/c ,36
4187,Violarite,32,Hexoctahedral,222,0,477
4188,Virgilite,19,Hexagonal Trapezohedral,119,0,2
4190,Vishnevite,15,Hexagonal pyramidal,104,0,31
4191,Vismirnovite,32,Hexoctahedral,229,Pn3m ,5
4192,Vistepite,2,Pinacoidal,2,0,1
4193,Vitusite-(Ce),6,Orthorhombic pyramidal,29,0,12
4194,Vivianite,5,Prismatic,11,C2/m ,761
4195,Vladimirite,5,Prismatic,14,P21/c ,15
4196,Vlasovite,5,Prismatic,10,C2/c ,13
4197,Vochtenite,0,Unknown,0,0,7
4198,Voggite,5,Prismatic,0,0,1
4199,Voglite,0,Unknown,0,0,11
4200,Volborthite,5,Prismatic,11,C2/m ,184
4201,Volkonskoite,0,Unknown,0,0,31
4202,Volkovskite,1,Pedial,1,0,9
4203,Voltaite,32,Hexoctahedral,221,Fd3c ,144
4205,Volynskite,13,Hexagonal scalenohedral,97,P-3m1 ,108
4206,Vonbezingite,5,Prismatic,14,P21/c ,1
4207,Vonsenite,8,Orthorhombic dipyramidal,59,Pbam ,73
4210,Vozhminite,0,Unknown,0,0,1
4211,Vrbaite,8,Orthorhombic dipyramidal,49,0,10
4212,Vuagnatite,7,Orthorhombic disphenoidal,44,0,19
4213,Vulcanite,8,Orthorhombic dipyramidal,0,0,16
4216,Vuonnemite,0,Unknown,0,0,15
4217,Vuorelainenite,32,Hexoctahedral,222,0,10
4218,Vyacheslavite,8,Orthorhombic dipyramidal,49,0,10
4219,Vyalsovite,0,Unknown,0,0,2
4220,Väyrynenite,5,Prismatic,14,0,19
4221,Vysotskite,23,Tetragonal dipyramidal,139,0,94
4222,Vyuntspakhkite-(Y),0,Unknown,0,0,4
4223,Vesuvianite,27,Ditetragonal dipyramidal,186,0,1683
4226,Wadalite,30,Hextetrahedral,209,0,17
4227,Wadeite,16,Hexagonal dipyramidal,108,0,40
4228,Wadsleyite,8,Orthorhombic dipyramidal,57,Imma ,18
4229,Wagnerite,5,Prismatic,14,P21/a,77
4230,Wairakite,5,Prismatic,11,0,94
4231,Wairauite,32,Hexoctahedral,227,Pm-3m,22
4232,Wakabayashilite,6,Orthorhombic pyramidal,35,0,18
4233,Wakefieldite-(Ce),27,Ditetragonal dipyramidal,178,0,13
4234,Wakefieldite-(Y),27,Ditetragonal dipyramidal,178,0,10
4235,Walentaite,8,Orthorhombic dipyramidal,57,Imma ,6
4236,Wallisite,2,Pinacoidal,2,0,1
4237,Wallkilldellite,0,Unknown,0,0,24
4238,Walpurgite,2,Pinacoidal,2,0,46
4239,Walstromite,2,Pinacoidal,2,0,19
4240,Walthierite,0,Unknown,0,0,5
4242,Wardite,26,Tetragonal trapezohedral,167,0,71
4243,Wardsmithite,0,Unknown,0,0,5
4244,Warikahnite,2,Pinacoidal,2,0,4
4245,Warwickite,8,Orthorhombic dipyramidal,71,0,22
4246,Watanabeite,0,Unknown,0,0,12
4247,Watkinsonite,5,Prismatic,15,P21/m ,8
4248,Wattersite,5,Prismatic,10,0,3
4249,Wattevilleite,0,Unknown,0,0,12
4250,Wavellite,8,Orthorhombic dipyramidal,0,0,450
4251,Wawayandaite,0,Unknown,0,0,1
4252,Waylandite,13,Hexagonal scalenohedral,99,0,39
4253,Weberite,8,Orthorhombic dipyramidal,58,0,13
4254,Weddellite,23,Tetragonal dipyramidal,135,0,45
4255,Weeksite,5,Prismatic,11,C2/m ,53
4256,Wegscheiderite,2,Pinacoidal,2,0,11
4257,Weibullite,8,Orthorhombic dipyramidal,71,Pnma ,11
4258,Weilerite,0,Unknown,0,0,4
4259,Weilite,2,Pinacoidal,2,P-1,29
4260,Weinebeneite,3,Domatic,3,Cc ,1
4261,Weishanite,20,Dihexagonal dipyramidal,126,0,5
4262,Weissbergite,2,Pinacoidal,2,0,7
4263,Weissite,20,Dihexagonal dipyramidal,124,P6/mmm ,43
4264,Welinite,9,Trigonal pyramidal,75,0,12
4266,Weloganite,1,Pedial,1,0,6
4267,Welshite,1,Pedial,1,P1,1
4268,Wendwilsonite,5,Prismatic,14,P21/c ,9
4269,Wenkite,17,Ditrigonal dipyramidal,110,0,3
4270,Werdingite,2,Pinacoidal,2,0,9
4271,Wermlandite,13,Hexagonal scalenohedral,96,P-3c1 ,3
4273,Westerveldite,8,Orthorhombic dipyramidal,0,0,18
4274,Wheatleyite,2,Pinacoidal,2,0,4
4275,Wherryite,5,Prismatic,11,C2/m ,10
4276,Whewellite,5,Prismatic,14,P21/c ,86
4277,Whiteite-(CaFeMg),5,Prismatic,14,P21/a,12
4278,Whiteite-(CaMnMg),5,Prismatic,0,0,10
4279,Whiteite-(MnFeMg),5,Prismatic,14,P21/a,6
4280,Whitlockite,11,Ditrigonal pyramidal,85,0,130
4281,Whitmoreite,5,Prismatic,14,P21/c ,47
4282,Wickenburgite,11,Ditrigonal pyramidal,81,0,15
4283,Wickmanite,29,Diploidal,206,0,28
4284,Wicksite,8,Orthorhombic dipyramidal,61,0,5
4285,Widenmannite,0,Unknown,0,0,12
4286,Widgiemoolthalite,5,Prismatic,14,P21/c ,1
4287,Wightmanite,5,Prismatic,0,0,4
4288,Wilcoxite,2,Pinacoidal,2,P-1,12
4289,Wilhelmvierlingite,8,Orthorhombic dipyramidal,61,Pbca ,2
4290,Wilkinsonite,2,Pinacoidal,2,0,5
4291,Wilkmanite,5,Prismatic,0,0,2
4292,Willemite,10,Rhombohedral,80,0,403
4293,Willemseite,0,Unknown,0,0,17
4294,Willhendersonite,2,Pinacoidal,2,0,17
4295,Willyamite,0,Unknown,0,0,32
4296,Winchite,5,Prismatic,11,C2/m ,82
4297,Winstanleyite,29,Diploidal,202,Ia3 ,4
4298,Wiserite,23,Tetragonal dipyramidal,138,0,16
4299,Witherite,8,Orthorhombic dipyramidal,0,0,310
4300,Wittichenite,7,Orthorhombic disphenoidal,44,0,408
4302,Wodginite,5,Prismatic,10,C2/c ,94
4303,Wöhlerite,4,Sphenoidal,9,P21 ,139
4304,Wolfeite,5,Prismatic,14,P21/a,56
4308,Wölsendorfite,8,Orthorhombic dipyramidal,50,0,48
4309,Wonesite,5,Prismatic,11,C2/m ,7
4311,Woodhouseite,13,Hexagonal scalenohedral,99,0,76
4312,Woodruffite,5,Prismatic,11,C2/m ,31
4314,Woodwardite,13,Hexagonal scalenohedral,99,R-3m ,68
4315,Wroewolfeite,3,Domatic,6,0,118
4316,Wüstite,32,Hexoctahedral,224,0,114
4317,Wülfingite,7,Orthorhombic disphenoidal,44,0,5
4318,Wurtzite,18,Dihexagonal pyramidal,114,0,480
4319,Wyartite,7,Orthorhombic disphenoidal,44,0,8
4320,Wycheproofite,2,Pinacoidal,2,0,1
4321,Wyllieite,5,Prismatic,0,0,23
4322,Wulfenite,23,Tetragonal dipyramidal,136,I41/a,2016
4323,Wollastonite,2,Pinacoidal,2,0,1585
4327,Xanthiosite,5,Prismatic,14,P21/a,3
4330,Xanthoconite,5,Prismatic,10,0,105
4333,Xenotime-(Y),27,Ditetragonal dipyramidal,178,I41/amd ,1133
4334,Xiangjiangite,0,Unknown,0,0,1
4335,Xifengite,20,Dihexagonal dipyramidal,125,P63/mcm ,11
4336,Xilingolite,0,Unknown,0,0,12
4337,Ximengite,12,Trigonal trapezohedral,89,0,8
4341,Xitieshanite,5,Prismatic,14,P21/a,5
4342,Xocomecatlite,0,Unknown,0,0,14
4343,Xonotlite,5,Prismatic,11,C2/m ,122
4347,Xanthoxenite,2,Pinacoidal,2,0,39
4349,Yafsoanite,32,Hexoctahedral,225,Ia3d ,10
4350,Yagiite,20,Dihexagonal dipyramidal,123,P6/mcc ,3
4351,Yakhontovite,0,Unknown,0,0,8
4352,Yanomamite,8,Orthorhombic dipyramidal,61,Pbca ,2
4353,Yaroslavite,0,Unknown,0,0,2
4354,Yarrowite,13,Hexagonal scalenohedral,97,0,95
